GeneID	GSM6255117	GSM6255118	GSM6255120	GSM6255121	GSM6255122	GSM6255123	GSM6255124
642864	0	0	0	0	0	0	0
107985159	0	0	0	0	0	0	0
29899	247	404	256	179	132	113	131
23155	711	1138	889	602	517	432	586
22911	625	1117	836	467	523	345	341
6884	408	772	534	92	81	60	97
105378892	8	13	7	6	5	3	1
56900	1547	2734	1795	2913	2103	1674	2382
677766	5	3	1	6	3	3	4
127003	0	0	0	0	0	0	0
57535	6	6	7	26	15	15	16
6301	3371	4247	3614	7211	4106	3024	3781
1952	46	91	44	29	36	25	51
84722	39	36	27	98	84	40	63
343263	2	3	0	11	35	38	42
6272	7272	13095	8334	9656	6490	6074	7036
5686	3912	4833	7070	6956	7458	10934	12362
284612	218	208	86	243	268	188	161
127002	133	151	218	39	34	27	36
284613	637	929	736	1350	1027	886	892
57463	71	94	30	178	103	37	43
105378893	0	0	0	0	0	0	0
83873	0	0	0	0	0	0	0
2773	2988	4868	3866	4683	3614	3759	4316
406974	1	0	0	0	0	0	1
2780	9	14	1	9	6	9	10
271	2152	2103	596	2131	1727	769	849
2948	1625	1982	1280	2233	4359	2181	3971
2946	244	218	219	432	976	408	775
2944	58	40	45	1365	2738	999	2478
2949	0	0	0	0	3	3	1
2947	337	467	224	661	1241	915	1374
79574	0	0	0	0	0	0	0
107985167	2	0	1	1	1	0	0
1435	48237	52923	24259	14670	10749	8278	8868
10768	3336	5469	4176	4895	3248	3230	3351
85369	1142	1673	1517	833	625	550	605
105378895	0	0	0	0	0	0	0
257	35	103	62	23	6	8	17
104355139	0	0	0	0	0	0	0
164153	0	0	0	0	0	0	0
388662	5	0	3	28	7	27	9
105378897	0	0	1	2	0	1	0
100873974	3	2	1	0	0	0	0
3749	360	348	244	85	111	70	72
440600	13	15	17	20	34	26	19
64783	264	306	330	171	138	118	150
9122	10	15	9	12	15	17	23
10542	2242	2846	1544	3965	4724	3840	4626
101410535	10	21	7	21	17	8	21
84432	6	2	0	3	9	0	7
105378899	0	0	0	0	0	0	0
105378898	0	0	0	0	0	0	0
643160	0	0	1	0	0	2	2
440602	0	0	1	0	0	0	1
3744	12	8	9	13	12	15	5
3737	40	74	31	58	80	33	48
107985174	78	148	31	291	447	234	414
3738	6	7	6	5	0	0	2
105378901	0	0	0	0	4	4	3
963	21918	27250	23940	35253	46641	44337	47177
55791	329	619	937	357	297	244	373
128338	1267	2122	1120	7305	4669	4381	6289
10390	1287	2297	1230	3628	2989	2837	3864
79961	1509	2305	2145	3638	3490	3819	4622
107985180	5	13	15	19	10	9	12
1117	377	299	951	223	83	102	73
149620	0	0	0	4	1	4	0
27159	0	0	0	0	0	0	0
105378903	0	0	0	0	0	0	0
128344	9	6	7	9	13	7	14
105378904	0	0	0	0	0	0	0
441897	1	0	0	0	0	0	0
5016	4	4	3	8	6	8	5
79084	2515	3014	2277	1273	1569	1201	1303
515	6416	10322	4859	14548	14222	12152	14447
128346	563	1471	705	884	733	515	907
57413	3190	4506	5356	1969	4643	2818	4639
140	679	1169	1542	540	1280	578	1120
5906	3667	6094	3607	7290	6526	6479	7475
100129269	105	172	104	67	64	82	64
107985184	64	105	80	106	94	88	119
55924	306	459	231	704	758	199	313
100506343	2	1	0	10	20	4	8
101928718	1	1	1	8	9	3	6
11218	489	764	508	516	454	311	408
3752	1	5	1	3	3	1	1
100874295	0	0	0	0	0	0	0
100873995	0	0	0	0	0	0	0
643355	0	0	0	0	0	0	0
105378906	0	0	0	0	0	0	0
105378909	0	0	0	0	0	0	0
55917	1162	2040	1676	465	291	306	415
100422976	0	0	0	0	0	0	0
7482	103	129	74	88	76	44	56
54879	577	837	612	850	763	726	873
829	7500	13995	10345	12352	10076	10985	13359
4343	5095	6012	15084	7143	8217	8838	8802
389	7217	8312	6848	13242	16825	17046	16647
333926	17	15	64	34	57	57	54
105378910	0	0	0	0	0	0	0
284467	64	28	17	111	188	106	130
100996702	15	9	5	13	29	15	12
105378912	4	5	2	4	8	3	7
105378911	0	0	0	0	1	0	0
113218506	0	0	0	0	0	0	0
6566	1402	2842	1022	1780	1116	990	905
246182	0	0	3	0	0	0	0
100506392	16	25	19	16	9	17	26
107985189	2	7	3	1	2	6	2
100996251	10	11	2	14	19	5	7
9860	236	402	314	87	52	64	60
643441	0	0	0	0	0	0	0
260425	24	49	37	13	12	16	18
10745	626	964	945	482	447	536	551
54665	250	482	354	344	210	171	192
100287722	97	155	101	120	97	74	78
26191	406	936	348	1609	1235	767	1039
440603	1	6	3	0	0	0	0
10717	367	530	399	328	377	248	299
64858	754	1149	639	916	781	367	492
101928846	1	7	1	2	4	1	4
204851	1602	2993	2158	810	509	422	578
56944	224	256	728	119	386	114	331
148281	134	225	236	8	14	0	4
107985443	1	2	0	0	0	0	2
51592	1198	2841	2488	298	154	177	256
105378913	4	0	0	0	1	0	2
10286	712	1207	797	1105	1002	759	897
105378914	0	0	0	3	2	0	0
163259	15	17	9	6	3	7	11
270	0	0	0	0	0	0	0
4893	2492	5070	2886	4681	4386	4125	4356
7812	13325	21242	18754	17373	12779	10034	12246
80143	504	832	749	679	620	546	684
6847	0	0	0	0	0	0	0
105378915	0	0	0	0	0	0	0
7252	0	0	0	0	0	0	0
10100	0	0	0	0	0	0	0
105378916	0	0	0	0	0	0	0
112840934	0	0	0	0	0	0	0
4803	0	0	0	0	0	0	0
112268234	0	0	0	0	0	0	0
112268287	0	0	0	0	0	0	0
81839	213	469	604	211	232	454	414
845	0	0	0	0	0	0	2
4808	0	1	0	0	0	0	0
101928995	0	0	0	0	0	1	0
101928977	0	0	0	0	0	1	1
55356	111	152	83	259	99	121	125
126868	0	1	0	0	0	0	0
105378918	0	0	0	0	0	0	0
107985190	0	0	0	14	11	3	3
105378919	0	0	0	0	0	0	0
105378920	0	0	0	0	0	0	0
476	19751	25212	19361	18503	15326	13390	13774
84852	3515	4649	3097	3108	2527	2293	2340
101929023	0	1	1	0	2	1	1
112268235	31	82	39	1	3	1	3
965	888	1553	1039	2090	1665	1972	2684
105378925	0	3	0	0	0	0	0
100616384	0	0	0	0	0	0	0
3321	45	104	54	124	73	72	48
105378924	0	0	1	0	0	0	0
100302117	0	0	0	0	0	0	0
388667	0	0	0	0	0	0	0
105378926	0	0	0	0	0	0	0
914	2	1	1	11	37	10	30
105378927	0	2	1	20	29	16	19
5738	573	704	274	543	576	252	432
9398	532	630	581	836	626	317	670
101929099	58	56	79	82	49	41	68
8458	353	458	515	45	97	66	153
100126331	0	0	0	0	0	0	0
80263	4	2	4	2	4	3	2
79679	0	0	0	0	0	0	0
104355292	0	0	0	0	0	0	0
10905	647	1580	652	732	564	362	494
100996263	0	0	0	0	0	0	0
54855	2	2	7	4	14	62	63
105378929	0	0	0	0	0	0	0
54834	614	1002	774	543	384	469	553
10885	1107	1523	793	661	534	386	417
200162	51	78	40	30	31	13	21
105378930	0	0	0	0	0	0	0
107985447	0	0	0	0	0	0	0
6913	9	9	151	0	0	9	7
105378933	0	0	0	0	0	0	0
107985191	0	0	0	0	0	0	0
10352	322	531	334	534	331	227	295
104472716	0	0	0	0	0	0	0
101929147	71	83	63	120	101	75	87
107985192	0	1	0	0	0	0	0
105378934	0	0	0	0	0	0	0
51179	0	0	0	0	0	0	0
100874270	0	0	0	0	0	0	0
3284	0	0	0	2	1	0	0
105378935	0	0	0	0	0	0	0
3283	0	0	0	0	2	0	0
128102	2	5	0	0	0	0	0
644242	7	9	0	0	1	2	0
90874	1102	1575	568	576	384	304	252
105378937	0	0	0	0	0	0	0
26227	86	129	66	645	181	141	177
105378936	0	2	0	2	2	0	0
3158	0	0	0	0	0	0	0
83998	0	0	0	0	0	0	0
105378938	0	0	8	0	0	1	0
343505	0	0	20	0	0	3	0
11085	0	0	0	0	0	0	0
4853	4527	7154	12241	3719	2166	2193	2871
101929178	0	1	0	0	0	0	0
105378939	1	2	1	15	6	10	2
105378940	0	0	2	1	0	3	1
9554	2389	4634	2665	3535	3802	3146	3944
107985522	6	8	7	2	0	2	1
105378941	4	7	7	5	2	5	5
105378954	62	81	157	91	65	95	85
101929788	0	0	0	0	0	0	0
728841	317	428	369	69	43	19	50
107985523	3	6	8	6	3	1	4
767846	5	12	8	0	1	1	0
100996724	714	1009	983	168	255	180	291
107985524	62	96	70	7	3	9	3
105378944	0	0	0	1	0	0	0
105378943	0	0	1	2	1	0	1
101929796	31	30	84	23	19	40	20
101060684	298	409	448	30	17	9	21
107985762	0	0	0	0	0	0	0
101954277	0	0	0	0	0	0	0
653505	0	0	0	1	2	3	0
728855	201	304	635	286	161	361	316
100996720	42	68	147	60	38	90	73
101954264	0	0	0	0	0	0	0
107985763	1	0	0	0	0	0	0
105369199	1	1	3	2	1	2	0
101929798	7	13	5	7	7	7	11
107985748	0	0	0	0	0	0	0
107985749	0	0	0	0	0	0	0
107985750	0	0	0	0	0	0	0
106479023	4	7	12	1	0	1	0
2210	344	634	874	919	742	794	1132
100996318	9	34	30	25	19	16	38
337875	1	4	9	0	0	0	0
653820	38	67	211	55	40	145	236
653464	633	965	3912	178	189	518	704
107985193	1	1	2	0	0	0	1
100873165	1	1	4	0	0	2	1
107985194	4	5	26	3	2	15	14
647121	6	6	8	6	11	8	11
107985195	0	1	0	0	0	0	0
101929814	0	0	0	0	0	0	0
105371172	0	0	1	0	0	0	0
105371175	1	2	4	1	5	2	5
107985200	12	8	9	0	6	6	5
107985201	12	8	9	0	4	5	4
101927452	0	0	0	0	0	0	0
112268275	0	0	2	0	0	0	0
112268273	0	0	0	0	0	0	0
100189261	0	0	0	0	0	0	0
101954269	0	0	0	2	0	0	0
26863	0	0	0	0	2	0	1
791227	0	0	0	0	0	1	0
105369140	0	0	4	0	0	0	0
100189142	0	0	1	0	0	0	0
100189326	0	0	0	0	0	0	0
199882	0	0	2	4	0	0	0
100189356	0	0	0	0	0	0	0
338391	51	86	137	122	82	93	131
100132417	465	777	1188	912	635	725	975
440686	86	158	176	0	1	1	1
105371209	0	0	0	0	0	0	0
554282	41	62	220	45	54	132	187
100996712	207	358	1126	59	59	150	185
105371207	0	0	3	0	0	0	2
105371206	3	5	23	1	5	3	4
100996732	2	0	1	0	1	0	0
101060524	0	0	0	0	0	0	0
101927333	0	0	0	0	0	0	0
105371196	0	0	1	0	0	0	0
730262	0	0	0	0	0	0	0
105373467	0	0	0	1	2	0	0
101954267	0	0	0	1	1	0	0
100189323	0	0	0	0	0	0	0
284565	224	363	333	72	48	46	79
105371211	0	0	0	1	0	0	0
6063	0	0	0	0	0	0	0
105379574	0	0	0	2	1	0	0
100189127	0	0	0	0	0	0	0
728945	0	0	0	0	0	0	0
101929826	0	0	0	0	0	0	0
105371214	0	0	1	0	0	0	0
105371215	0	0	0	0	0	0	0
101927429	0	0	1	0	0	0	0
1818	0	0	0	0	0	0	0
645166	1	0	1	0	1	0	0
105371216	3	5	26	1	4	3	4
105371217	0	0	3	0	0	0	2
107985528	0	0	0	0	0	0	0
647135	618	934	3416	193	166	498	636
107985595	1	1	12	0	0	2	2
728833	46	82	304	67	54	177	248
105371219	0	0	0	1	0	0	0
107985754	0	0	0	1	0	0	0
101929805	0	0	2	1	0	1	1
107985614	0	0	0	0	0	0	0
107985615	0	0	2	0	1	0	0
103091866	102	181	677	76	41	114	129
100996740	45	61	107	81	49	85	80
645142	0	0	0	0	0	0	0
101954266	1	1	0	0	0	0	1
7214	0	0	0	0	0	0	0
100288142	364	631	476	21	13	10	22
105371312	33	45	51	20	24	23	21
105371288	1	0	0	0	0	0	0
107985755	0	0	0	0	0	0	0
107985751	0	0	0	0	0	0	0
101929780	193	264	212	14	10	3	10
653519	194	323	304	460	409	448	447
5174	2	4	3	5	1	1	0
11126	1	3	2	0	0	0	0
27246	887	1563	1351	653	619	616	694
10623	1126	1528	1771	1452	1027	861	1089
200035	175	245	174	246	301	222	339
10401	262	411	372	147	153	108	137
102466191	0	1	0	0	0	0	0
148741	5	8	5	19	35	12	36
107985593	0	0	0	0	0	0	0
8515	3	6	12	0	0	0	0
8799	594	1017	1425	1661	1946	1838	2301
114814	327	367	300	248	157	147	171
9939	2167	3143	2303	1699	1295	1293	1557
105371260	414	501	492	324	308	292	346
128077	503	847	522	424	391	388	321
84265	500	731	740	1459	1462	1196	1570
284615	11	5	24	18	11	10	2
10628	5281	8741	13918	10500	5220	8562	13035
148738	0	0	0	0	0	0	4
100189384	0	0	0	0	0	0	0
100189064	0	0	0	0	0	0	0
100188991	0	0	0	0	0	0	0
100189198	0	0	0	0	0	0	0
107985594	0	0	0	0	0	0	0
101954276	1	0	0	0	0	0	0
101928979	0	0	1	6	1	1	4
100132406	657	1058	903	46	16	15	30
388677	502	608	1194	645	520	398	527
105371254	1	2	1	4	0	2	0
170688	159	276	268	499	377	272	335
102724364	104	236	129	132	147	116	144
105371242	0	0	0	0	0	0	0
107985756	0	0	0	0	0	0	0
112268274	0	0	0	1	1	0	0
100996756	5	6	2	35	8	10	17
105371235	0	0	0	0	0	0	1
105371233	0	0	0	1	0	0	0
107985591	0	0	0	0	0	0	0
100288805	1	0	2	7	3	2	2
149013	388	649	683	33	25	24	35
728989	6	8	8	0	0	0	0
105371231	0	0	0	2	3	0	2
100189334	0	0	0	0	0	0	0
101447996	0	0	0	0	0	0	0
644861	0	0	0	0	0	0	0
5565	263	547	440	477	408	337	455
9557	840	1720	669	1693	1969	1680	2098
171423	710	1317	1058	366	294	341	306
2330	115	203	138	193	163	137	204
100289211	0	0	0	0	0	0	0
607	140	198	92	27	16	9	11
51205	42	74	33	103	68	71	70
102723321	0	0	0	0	0	0	0
105371230	0	0	0	0	0	0	0
2702	6	6	0	30	54	19	30
2703	0	0	0	0	0	0	0
105371229	0	0	0	0	0	0	0
51463	188	262	259	404	398	396	425
100034743	0	2	1	3	1	0	0
105371228	1	0	3	0	1	0	0
100189140	0	0	0	0	0	0	0
26864	0	0	1	0	1	0	0
100189193	0	0	0	0	0	0	0
728920	15	11	13	0	0	0	0
200030	274	431	400	25	16	7	25
105371227	0	0	0	1	1	0	1
100505824	0	0	0	0	0	0	0
101927468	0	0	0	0	0	0	0
100189056	0	0	0	0	0	0	0
105371226	0	0	0	0	0	0	0
284561	0	1	0	9	0	1	0
100189307	0	0	0	0	0	0	0
105371225	0	1	0	1	0	1	0
100189174	0	0	0	0	0	0	0
100188998	0	0	0	0	0	0	0
100847044	1	0	0	0	0	0	0
101954273	0	0	1	0	1	0	0
102466225	0	0	0	0	0	0	0
100132057	12	16	14	17	19	11	10
101954272	0	0	0	0	0	0	0
107985525	0	2	3	0	0	0	0
388685	93	124	314	123	90	152	183
105371224	75	106	114	70	48	65	64
644591	0	0	0	0	0	1	0
100189005	0	0	0	0	0	0	0
25832	700	1116	1137	71	17	20	44
100996763	544	627	1200	383	207	210	288
105371223	1	2	1	1	0	2	0
105371222	1	1	1	0	0	1	0
440672	187	323	306	574	425	304	376
100996517	66	127	75	108	113	102	118
9659	3167	4959	4812	643	738	558	962
112268272	8	14	40	65	39	80	76
400818	177	267	222	41	19	7	26
101929790	0	0	0	1	0	0	0
102723348	0	0	0	0	0	0	0
653513	961	1294	809	518	644	458	770
100996716	86	167	91	178	162	158	153
105371403	1	1	1	1	0	2	0
100996717	505	676	1155	348	277	219	286
101060226	1807	3024	2979	41	18	13	45
107985752	0	0	1	0	0	0	0
653598	0	0	0	0	0	0	0
57234	197	242	579	354	211	310	312
100189257	1	0	0	0	0	0	0
112268236	10	10	55	3	3	6	4
644634	20	33	101	7	5	17	13
107985753	0	0	0	0	0	0	0
100189228	0	0	0	0	0	0	0
102723955	0	1	0	6	0	2	1
105371406	0	0	0	3	0	0	0
100189059	0	0	0	0	0	0	0
2209	1756	3005	4369	8184	5538	6213	8126
440689	120	215	376	630	407	432	594
112268237	3	9	13	2	1	2	1
653604	8	3	8	3	1	3	2
8370	30	43	170	126	54	124	170
126961	3	1	12	0	3	3	0
8337	524	351	4469	649	657	1674	1401
337873	9	16	19	9	12	33	25
723790	525	351	4494	642	666	1661	1406
333932	2	1	12	0	2	3	0
112268238	34	48	175	150	54	159	173
554313	20	26	132	89	42	93	138
8349	171	276	1027	295	174	438	411
8338	7	6	38	10	19	27	26
317772	0	1	2	0	0	0	1
51027	138	161	169	282	304	238	273
9900	0	1	1	15	5	19	17
10262	3288	3976	4435	1503	1251	1092	1398
10903	10	10	19	27	14	14	22
56957	251	399	324	207	103	129	164
105371427	6	8	18	3	4	5	4
11311	810	1211	768	1121	1052	911	1285
51177	11781	12250	29419	8748	6294	13099	13799
105371433	16	9	25	10	15	4	14
81611	748	1401	1283	509	376	307	432
23632	796	1011	1153	1406	1535	1520	1790
109616989	0	0	0	1	0	0	0
51107	7981	9620	12250	12626	14182	13702	16253
79630	644	900	994	2466	2701	3100	3654
148523	7	11	10	2	12	1	7
105371434	0	0	0	1	1	1	0
54460	1062	1297	975	2659	2995	2813	3292
9129	722	1132	1014	265	201	235	310
23248	1049	1616	1295	419	258	161	267
80222	818	1099	897	712	664	533	636
102465529	0	1	0	0	0	0	0
1893	3240	4297	4655	1106	1717	1080	1188
100874054	1	1	0	0	4	1	0
100289061	188	222	581	44	57	31	76
54507	2420	2604	6980	310	443	252	577
100422997	1	0	5	0	0	0	0
574406	14	23	44	3	3	2	3
4170	7188	10602	22190	8583	6636	14511	17768
107985203	0	0	0	0	0	0	0
2029	3726	4648	3307	4166	5256	4610	5832
112268239	1	5	1	1	3	2	3
55204	364	562	450	691	630	398	417
84072	2	15	12	5	1	5	9
1520	29892	46407	61298	91159	82537	44071	76455
1513	2112	2570	2470	28135	38455	18402	30111
405	1155	1885	1460	840	807	457	614
100996521	0	0	0	0	0	0	0
107985204	1	0	1	1	0	1	2
9869	1017	1400	1459	704	547	353	532
29956	5954	8557	5623	8747	7864	6653	7285
105371438	1	5	0	3	1	0	1
8416	98	135	43	87	149	92	132
55793	820	1219	626	420	410	345	269
58497	314	467	300	509	602	293	422
149428	0	0	0	0	0	0	0
54964	302	426	249	228	199	154	179
56882	6366	8669	5998	5564	5795	4825	5374
10962	905	1431	270	392	351	394	257
126626	199	301	188	82	74	80	97
10500	13	10	24	5	9	4	3
388695	60	60	66	23	28	17	35
100534012	938	1014	928	1168	1388	1325	1446
79626	2878	3429	2750	2065	2352	2124	2751
79005	839	899	832	1068	1255	1212	1324
29765	12	4	3	1	1	2	1
6944	1041	1251	1133	1097	1266	1029	1326
8394	1566	2250	2393	1672	1658	2250	2422
5710	5080	5707	4998	4753	4538	3445	4165
100507670	8	6	4	29	40	25	36
57592	757	890	1351	341	349	185	313
5298	2336	2975	3202	1072	1114	889	1140
5993	1360	2010	2702	950	862	944	1229
101927886	16	6	22	14	22	36	37
8991	0	0	1	4	5	1	4
5692	5385	5808	4698	7469	8112	7378	8398
23126	734	1305	1785	157	106	111	208
57530	13	25	7	1	3	3	6
7286	96	144	258	194	206	328	360
693139	0	0	0	0	0	0	0
81609	965	1742	2025	386	351	267	497
11189	464	736	781	99	126	81	146
284485	0	0	0	0	0	0	0
65005	1044	1354	1148	1337	1241	1167	1167
51686	231	273	290	309	357	271	351
11022	485	810	810	314	361	230	345
109729141	22	11	33	96	60	42	46
339398	0	0	0	0	0	0	0
6097	0	0	0	1	1	0	0
100191040	5	2	11	1	2	1	1
100132111	35	46	67	19	7	7	4
284486	9	14	23	1	1	0	0
117145	357	544	213	690	618	564	576
6281	2678	3117	3005	2276	2378	3412	2557
105371441	3	3	3	4	1	9	2
105371442	0	0	0	0	0	0	0
441908	0	1	0	0	0	0	0
6282	33175	42928	41229	30812	29805	30663	29762
101927949	40	68	48	53	47	39	53
100131107	0	0	2	0	0	0	0
126637	0	0	0	0	0	0	0
7062	71	106	120	12	5	5	10
126638	0	0	0	0	0	0	0
112268240	0	0	0	0	0	0	0
388697	0	0	1	0	0	0	0
2312	0	0	0	0	0	1	1
339400	0	0	0	0	0	0	0
388698	0	0	0	0	0	0	0
49860	0	0	0	0	0	0	0
254910	0	0	0	0	0	0	0
54544	0	0	0	0	0	0	0
353145	0	0	0	0	0	0	0
84648	0	0	0	0	0	0	0
353144	0	0	0	0	0	0	0
353143	0	0	0	0	0	0	0
353142	0	0	0	0	0	0	0
388699	0	0	0	0	0	0	0
353141	0	0	0	0	0	0	0
353140	0	0	0	0	0	0	0
26239	0	0	0	0	0	0	0
353139	0	0	0	0	0	0	0
199834	0	0	0	1	0	0	0
100129271	0	0	0	0	0	0	0
448834	0	0	0	0	0	0	0
353137	0	0	0	0	0	0	0
353135	0	0	0	0	0	0	0
353134	0	0	0	0	0	0	0
353133	0	0	0	2	0	0	0
353132	0	0	0	0	0	1	1
353131	0	0	0	0	0	0	0
448835	0	0	0	0	0	0	0
105371444	0	0	0	0	0	0	0
105371445	0	0	0	0	0	0	0
4184	0	0	0	0	0	0	0
3713	0	0	0	0	0	0	0
101927988	0	0	0	0	0	0	0
163778	0	0	0	0	0	0	0
6698	0	0	0	0	0	0	0
6707	0	1	0	3	1	1	0
105371446	0	0	0	0	0	0	0
6699	0	0	0	0	0	0	0
6703	0	0	0	0	0	0	0
6700	0	0	0	0	0	0	0
6701	0	0	0	0	0	0	0
6704	0	0	0	0	0	0	0
6705	0	0	0	0	0	2	2
6702	0	0	0	0	0	0	0
6706	0	0	0	0	0	0	0
101928009	0	0	0	0	0	0	0
149018	0	0	0	0	0	0	0
574414	0	0	0	0	0	0	0
4014	5	10	3	0	1	0	0
114771	1	0	0	0	0	0	0
57115	0	0	3	2	0	2	2
6280	3632	4744	2378	8517	12700	9086	16476
6283	33	31	22	9	8	3	6
6279	328	319	226	768	506	400	795
338324	1	0	0	0	0	0	0
6278	0	0	0	0	0	0	0
6277	2667	3777	2538	11050	13979	15014	16970
6276	25	14	10	33	67	53	47
6275	4278	4432	4965	7625	15832	20259	17333
101928034	534	583	624	1019	2132	2794	2497
6274	12	10	10	12	6	28	6
6273	20	21	18	36	33	37	47
140576	27	32	26	121	57	142	54
57402	1	0	0	2	0	1	1
6284	419	414	604	984	629	1148	809
6271	60	43	70	79	87	87	72
26097	1332	1673	1801	714	735	843	938
23557	961	1248	1422	2135	2613	2740	3484
3608	3795	5045	3326	5325	4555	3561	4072
100189015	0	0	0	0	0	0	0
4881	33	36	417	3	8	9	12
102466879	0	0	1	0	0	0	0
65123	1264	1828	2265	287	214	308	403
11000	3096	4491	11387	2213	2112	4273	4241
343052	0	0	0	0	0	0	0
57459	797	1177	1263	223	164	125	205
101928059	92	103	149	23	25	25	29
9909	2902	3918	4782	929	790	794	1040
200186	1672	1951	1916	486	405	283	404
27173	7742	8908	7013	8685	8075	7263	7253
102465441	6	4	2	5	3	3	3
148327	83	106	115	177	138	90	126
10899	3354	4449	2979	10338	10748	8756	10729
5872	5754	6856	10199	10731	7491	7042	8064
6232	7209	8486	6698	34257	37726	31727	38832
91181	1	0	0	0	0	0	1
100847024	0	0	0	0	0	0	0
7170	23444	35439	41467	20793	18749	20305	22707
100126346	0	0	0	0	0	0	0
388701	1	4	1	7	5	1	0
25912	6389	8940	7235	20023	19433	17788	21255
9898	4381	6259	6236	1847	1693	1178	1663
109617023	0	4	1	0	0	0	3
10456	1418	1779	2350	5208	5203	6607	7764
89872	0	0	0	0	1	0	1
57198	494	453	1249	113	74	100	70
101928101	30	35	101	31	37	76	54
3570	3792	5420	6061	1572	1303	2045	2088
126669	1396	1969	1819	519	306	482	508
126668	8	5	4	8	8	3	6
55585	2707	3570	3488	2149	1809	1532	1822
100874097	186	296	327	190	172	143	173
107985206	0	0	0	0	0	0	0
1141	2152	2822	7420	491	306	705	1092
103	5006	7442	22545	1815	1229	2653	4609
3782	15	4	2	9	9	13	18
105371449	2	3	1	1	0	0	0
10654	1213	1206	853	1061	1550	909	1392
57326	1444	2114	2277	1437	1292	680	1115
90780	827	1113	951	695	595	424	415
101928120	216	312	332	182	143	145	191
6464	2853	3635	4811	1737	1618	1958	2153
1163	343	605	633	839	951	1149	1357
100423020	5	4	4	2	0	9	4
80308	941	1158	1294	1343	1297	1327	1469
55891	0	0	0	0	0	0	0
51043	2694	3180	2220	1145	1125	745	810
127579	7	2	1	2	1	2	2
149095	4	5	1	8	17	12	11
100505666	27	22	8	41	36	28	26
8751	1848	2362	1952	1192	846	758	676
1945	97	103	50	105	114	60	64
1944	37	47	51	27	26	21	25
1942	0	0	1	0	2	0	3
55974	1159	1486	1147	1837	2066	1953	2191
54344	394	425	395	941	1261	1471	1410
200185	1651	2038	1976	2685	3411	2911	3420
80128	123	176	76	326	444	192	441
4582	60	55	452	21	16	19	26
693235	0	0	0	0	0	0	0
7059	184	352	445	682	357	308	323
105371450	86	142	182	251	120	96	103
4580	1544	1744	1142	2576	2539	2433	2479
2630	788	1145	908	894	780	502	648
2629	4332	6789	5853	5465	5312	3122	3841
10712	494	596	1274	413	300	368	514
10067	2978	3565	3054	1775	1820	1409	1626
1196	706	953	873	175	194	68	151
57657	45	57	38	16	25	18	5
5313	3	2	1	1	0	0	1
2224	2640	2866	1089	1455	2112	2482	2010
284618	1391	1564	594	786	1061	1254	1035
23623	546	755	1961	425	446	671	694
55870	710	1321	1044	85	57	44	91
693140	17	16	22	0	1	0	1
645682	0	0	0	0	0	0	0
645676	15	22	46	46	18	30	35
101929703	1	2	1	0	0	0	0
105371452	30	43	34	17	14	9	9
55154	511	714	441	176	168	94	102
55249	1308	1839	1994	586	414	323	511
106633810	0	1	1	1	1	0	0
7818	3494	4528	3062	4811	4307	3270	4115
100505728	26	34	19	7	10	5	6
100129405	248	341	262	61	57	36	36
54856	750	1126	1149	135	110	73	137
106633816	0	0	0	0	0	0	0
23208	246	332	311	757	281	456	384
6016	2237	3292	2796	2076	2065	1866	1864
22889	447	844	499	599	573	485	505
677823	0	0	0	0	0	0	0
677771	0	0	0	0	0	0	0
107985207	2	5	0	2	1	0	0
339403	0	1	1	1	4	2	0
9181	8908	11394	12578	6557	4617	3729	4796
102465442	0	0	0	1	1	0	0
107985209	7	18	24	10	11	8	10
107985210	0	0	2	0	0	0	0
107985208	0	1	0	0	0	0	0
6746	4530	5743	4575	13084	12642	11890	12462
105371729	199	190	185	629	612	589	603
56893	1799	2326	1588	1507	1212	786	951
28956	2570	2944	3377	4708	7162	5718	7397
57111	0	1	1	6	1	5	4
92312	65	53	32	26	29	5	22
4000	6895	7958	8144	2123	2824	2510	2623
64218	230	262	1079	51	59	60	72
9673	1343	1665	1607	897	899	651	752
100527963	265	329	226	483	586	510	593
11243	541	678	440	892	1001	933	1041
632	14	22	13	21	23	21	19
79957	17	27	43	3	3	0	6
23381	4562	5250	6205	1342	1143	904	1103
84283	230	234	256	115	59	52	75
112770	4126	5042	4792	5986	8075	5303	6229
391104	0	1	0	0	0	0	0
7203	9260	11219	7209	7388	6669	5132	5508
128229	12	14	14	5	10	3	5
57127	0	2	0	4	1	0	0
10485	38	60	37	0	9	9	6
407046	0	0	0	0	0	0	0
4209	3184	4222	3450	1217	1058	625	909
128239	364	696	232	219	179	131	109
164118	0	0	0	0	0	0	0
128240	1312	1680	826	2724	3553	2975	3480
54865	1194	1373	943	104	91	47	90
60484	0	0	0	0	0	0	0
101928177	0	0	0	0	0	0	0
105371453	242	416	166	115	105	69	57
63827	134	167	96	61	71	66	58
10763	6677	6992	4089	466	224	381	263
1382	2162	2075	1186	20634	15045	21778	17872
81875	1425	1818	1104	967	784	513	588
51093	418	488	506	474	451	360	434
79590	1222	1536	819	1575	1654	1554	1595
3068	8375	10892	4556	6933	6139	4339	4764
5546	1942	2302	1904	688	542	376	466
9047	11	11	5	0	5	0	0
4914	0	1	3	1	1	0	0
3645	0	0	0	0	0	0	0
375033	9	12	3	4	8	1	12
149499	1	6	2	2	1	0	0
9826	2512	3200	5735	738	656	594	1101
768220	1	2	2	1	0	2	0
102724222	0	0	0	0	0	0	0
